,Price,Area (m²),Number of rooms,Address,Heating,Market,Advertiser type,Building type,Year of construction,Windows,Building material,type,voivodeship,offer year
906,1015000.0,65.0,3.0,"ul. Aluzyjna 2, Nowodwory, Białołęka, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2023,plastikowe,cegła,apartment,mazowieckie,2025
907,199000.0,16.8,2.0,"Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, małopolskie",gazowe,wtórny,prywatny,blok,1980,plastikowe,cegła,apartment,małopolskie,2025
908,969000.0,119.7,5.0,"ul. Cegielniana, Rumia, wejherowski, pomorskie",gazowe,wtórny,biuro nieruchomości,blok,2021,plastikowe,cegła,apartment,pomorskie,2025
909,529000.0,58.77,3.0,"Stołczyn, Północ, Szczecin, zachodniopomorskie",miejskie,wtórny,biuro nieruchomości,blok,2016,plastikowe,silikat,apartment,zachodniopomorskie,2025
910,480000.0,49.0,2.0,"ul. Katowicka, Księże, Krzyki, Wrocław, dolnośląskie",miejskie,wtórny,biuro nieruchomości,kamienica,1930,plastikowe,cegła,apartment,dolnośląskie,2025
911,2268333.3333333335,129.3,4.0,"Piskorzewie, Kalisz, wielkopolskie",gazowe,pierwotny,biuro nieruchomości,kamienica,2024,plastikowe,cegła,apartment,wielkopolskie,2025
912,494760.0,65.1,3.0,"Biedrusko, Suchy Las, poznański, wielkopolskie",gazowe,pierwotny,deweloper,blok,2022,plastikowe,pustak,apartment,wielkopolskie,2025
913,848669.0,30.99,2.0,"ul. Stawki, Muranów, Śródmieście, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2019,drewniane,cegła,apartment,mazowieckie,2025
914,146000.0,13.4,2.0,"Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, małopolskie",gazowe,wtórny,prywatny,blok,1980,plastikowe,cegła,apartment,małopolskie,2025
915,739000.0,45.0,2.0,"Prezydenta Lecha Kaczyńskiego, Przymorze Wielkie, Gdańsk, pomorskie",miejskie,wtórny,biuro nieruchomości,blok,1970,plastikowe,wielka płyta,apartment,pomorskie,2025
916,699000.0,33.8,2.0,"ul. Łopuszańska, Raków, Włochy, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,2022,plastikowe,żelbet,apartment,mazowieckie,2025
917,399999.0,37.3,2.0,"ul. Narewska, Antoniuk, Białystok, podlaskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,cegła,apartment,podlaskie,2025
918,801370.0,63.1,3.0,"ul. Powstańców, Mistrzejowice, Mistrzejowice, Kraków, małopolskie",miejskie,pierwotny,deweloper,blok,2025,plastikowe,cegła,apartment,małopolskie,2025
919,525000.0,39.15,2.0,"ul. Marcelińska 18, Grunwald, Grunwald, Poznań, wielkopolskie",miejskie,pierwotny,prywatny,blok,2024,plastikowe,cegła,apartment,wielkopolskie,2025
920,330000.0,44.0,2.0,"Wrzosowiak, Częstochowa, śląskie",gazowe,wtórny,biuro nieruchomości,blok,1980,plastikowe,pustak,apartment,śląskie,2025
921,966886.6666666666,41.84,2.0,"ul. Marywilska 19, Żerań, Białołęka, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2024,plastikowe,inny,apartment,mazowieckie,2025
922,539000.0,40.74,2.0,"Lothara Herbsta, Sołtysowice, Psie Pole, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,dolnośląskie,2025
923,977000.0,48.9,2.0,"ul. Kanadyjska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,kamienica,1968,plastikowe,inny,apartment,mazowieckie,2025
924,359000.0,36.7,2.0,"ul. Dworcowa, Mszczonów, Mszczonów, żyrardowski, mazowieckie",miejskie,pierwotny,prywatny,blok,2025,plastikowe,silikat,apartment,mazowieckie,2025
925,989322.3333333334,66.42,4.0,"ul. Malinowa, Prądnik Biały, Prądnik Biały, Kraków, małopolskie",gazowe,pierwotny,deweloper,blok,2026,plastikowe,cegła,apartment,małopolskie,2025
926,699000.0,65.0,4.0,"Winiary, Jeżyce, Poznań, wielkopolskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,wielkopolskie,2025
927,589000.0,53.23,2.0,"Kapuściska, Bydgoszcz, kujawsko-pomorskie",miejskie,pierwotny,prywatny,blok,2022,plastikowe,cegła,apartment,kujawsko-pomorskie,2025
928,173000.0,16.6,2.0,"ul. Zakopiańska, Kliny, Swoszowice, Kraków, małopolskie",gazowe,wtórny,prywatny,blok,1980,plastikowe,cegła,apartment,małopolskie,2025
929,1045000.0,62.86,3.0,"ul. gen. Stefana Grota-Roweckiego, Ruczaj, Dębniki, Kraków, małopolskie",gazowe,wtórny,biuro nieruchomości,blok,1982,plastikowe,pustak,apartment,małopolskie,2025
930,569000.0,48.19,2.0,"ul. Żeglarska, Borkowo, Pruszcz Gdański, gdański, pomorskie",miejskie,wtórny,prywatny,blok,2011,plastikowe,pustak,apartment,pomorskie,2025
931,876015.0,85.05,4.0,"Czarnochowice, Wieliczka, wielicki, małopolskie",gazowe,pierwotny,biuro nieruchomości,blok,2026,plastikowe,cegła,apartment,małopolskie,2025
932,619000.0,76.0,3.0,"ul. Sądowa, Żory, śląskie",inne,wtórny,prywatny,apartamentowiec,2012,plastikowe,inny,apartment,śląskie,2025
933,786768.0,117.11,4.0,"ul. Jana Matejki, Grunwald, Grunwald, Poznań, wielkopolskie",gazowe,wtórny,biuro nieruchomości,kamienica,1920,plastikowe,cegła,apartment,wielkopolskie,2025
934,169900.0,27.17,2.0,"Stare Miasto, Bydgoszcz, kujawsko-pomorskie",gazowe,wtórny,biuro nieruchomości,kamienica,1980,plastikowe,pustak,apartment,kujawsko-pomorskie,2025
935,1499000.0,99.65,4.0,"Dolny Sopot - Haffnera, Dolny Sopot, Sopot, pomorskie",gazowe,wtórny,biuro nieruchomości,kamienica,1890,drewniane,cegła,apartment,pomorskie,2025
936,493578.0,48.39,3.0,"ul. Dębowa/Senatorska, Górniak, Górna, Łódź, łódzkie",gazowe,pierwotny,deweloper,blok,2025,plastikowe,cegła,apartment,łódzkie,2025
937,642900.0,42.86,2.0,"ul. gen. Romualda Traugutta, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2026,plastikowe,pustak,apartment,dolnośląskie,2025
938,573900.0,39.32,2.0,"Zielonka, wołomiński, mazowieckie",inne,pierwotny,deweloper,blok,2023,plastikowe,cegła,apartment,mazowieckie,2025
939,588000.0,59.69,3.0,"ul. Holenderska, Koszalin, zachodniopomorskie",miejskie,wtórny,biuro nieruchomości,blok,2021,plastikowe,cegła,apartment,zachodniopomorskie,2025
940,1317000.0,82.15,4.0,"ul. Lirników, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie",gazowe,pierwotny,deweloper,blok,2027,plastikowe,cegła,apartment,małopolskie,2025
941,399000.0,48.31,2.0,"ul. Kujawska, Rumia, wejherowski, pomorskie",gazowe,wtórny,biuro nieruchomości,blok,1980,plastikowe,pustak,apartment,pomorskie,2025
942,679000.0,75.62,4.0,"ul. Telefoniczna, Radiostacja, Śródmieście, Łódź, łódzkie",miejskie,pierwotny,prywatny,apartamentowiec,2023,plastikowe,cegła,apartment,łódzkie,2025
943,979700.0,57.65,3.0,"ul. Fajansowa, Raków, Włochy, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,apartment,mazowieckie,2025
944,522000.0,48.0,2.0,"ul. gen. Stanisława Maczka, Partynice, Krzyki, Wrocław, dolnośląskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2009,plastikowe,cegła,apartment,dolnośląskie,2025
945,539900.0,110.12,5.0,"Willowa, Łężyca, Zielona Góra, lubuskie",gazowe,pierwotny,biuro nieruchomości,szeregowiec,2024,plastikowe,beton komórkowy,apartment,lubuskie,2025
946,317133.3333333333,56.68,2.0,"ul Piłsudskiego, Ożarów Mazowiecki, Ożarów Mazowiecki, warszawski zachodni, mazowieckie",inne,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,mazowieckie,2025
947,910000.0,48.06,2.0,"ul. Fryderyka Joliot-Curie, Wierzbno, Mokotów, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,kamienica,1959,plastikowe,cegła,apartment,mazowieckie,2025
948,293000.0,61.0,3.0,"ul. Bursztynowa, Piekary Śląskie, śląskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,śląskie,2025
949,751000.0,41.53,2.0,"ul. Fajansowa, Raków, Włochy, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,apartment,mazowieckie,2025
950,549000.0,58.82,3.0,"ul. Stawowa, Marki, wołomiński, mazowieckie",inne,pierwotny,deweloper,szeregowiec,2025,plastikowe,cegła,apartment,mazowieckie,2025
951,299000.0,36.1,2.0,"ul. Mieczysława Orłowicza, Nagórki, Olsztyn, warmińsko-mazurskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,warmińsko-mazurskie,2025
952,240000.0,36.0,2.0,"ul. Adama Śliwki 21, Niwka, Sosnowiec, śląskie",miejskie,wtórny,prywatny,blok,1980,aluminiowe,wielka płyta,apartment,śląskie,2025
954,579000.0,60.0,4.0,"ul. gen. Władysława Sikorskiego, Słoneczny Stok, Białystok, podlaskie",miejskie,wtórny,prywatny,blok,1984,plastikowe,wielka płyta,apartment,podlaskie,2025
955,849000.0,81.24,3.0,"ul. Petrażyckiego, Taklińskiego, Opatkowice, Swoszowice, Kraków, małopolskie",gazowe,wtórny,biuro nieruchomości,szeregowiec,2019,plastikowe,cegła,apartment,małopolskie,2025
956,397858.0,28.93,2.0,"ul. Malinowa, Prądnik Biały, Prądnik Biały, Kraków, małopolskie",gazowe,pierwotny,deweloper,blok,2026,plastikowe,cegła,apartment,małopolskie,2025
957,552954.0,35.22,2.0,"ul. Głębocka, Grodzisk, Białołęka, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2024,plastikowe,inny,apartment,mazowieckie,2025
959,514200.0,74.4,4.0,"ul. Heinricha Lauterbacha, Leśnica, Fabryczna, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,apartment,dolnośląskie,2025
960,982833.3333333334,126.09,5.0,"ul. Krzysztofa Kamila Baczyńskiego, Wrzeszcz Dolny, Gdańsk, pomorskie",gazowe,pierwotny,deweloper,blok,2026,plastikowe,cegła,apartment,pomorskie,2025
962,2400000.0,75.68,3.0,"ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2014,aluminiowe,inny,apartment,mazowieckie,2025
963,645607.0,51.69,3.0,"ul. Wiaduktowa, Brochów, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,biuro nieruchomości,blok,2024,plastikowe,cegła,apartment,dolnośląskie,2025
964,1644000.0,41.09,2.0,"ul. Żelazna, Mirów, Wola, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,beton komórkowy,apartment,mazowieckie,2025
965,867732.0,66.8,4.0,"ul. Wiaduktowa, Brochów, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2024,plastikowe,inny,apartment,dolnośląskie,2025
966,335873.0,46.01,2.0,"ul. Graniczna, Wieruszów, Wieruszów, wieruszowski, łódzkie",gazowe,pierwotny,biuro nieruchomości,blok,2025,plastikowe,cegła,apartment,łódzkie,2025
967,369000.0,38.73,2.0,"Plac Grunwaldzki, Koszutka, Katowice, śląskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,śląskie,2025
968,349000.0,27.11,2.0,"ul. Wczasowa, Ustka, słupski, pomorskie",miejskie,wtórny,prywatny,blok,1980,plastikowe,wielka płyta,apartment,pomorskie,2025
970,1250000.0,199.22,7.0,"Marki, wołomiński, mazowieckie",gazowe,pierwotny,prywatny,szeregowiec,2024,plastikowe,beton komórkowy,apartment,mazowieckie,2025
971,878660.0,41.16,2.0,"ul. Stanisława Staszica, Karpacz, karkonoski, dolnośląskie",gazowe,pierwotny,biuro nieruchomości,apartamentowiec,2024,plastikowe,inny,apartment,dolnośląskie,2025
972,1169322.3333333333,67.08,4.0,"ul. Jurajska, Modlnica, Wielka Wieś, krakowski, małopolskie",gazowe,pierwotny,deweloper,blok,2025,plastikowe,cegła,apartment,małopolskie,2025
973,585000.0,37.5,2.0,"Saska Kępa, Praga-Południe, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1970,plastikowe,wielka płyta,apartment,mazowieckie,2025
974,1570000.0,82.8,3.0,"Zakopane, tatrzański, małopolskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2025,plastikowe,pustak,apartment,małopolskie,2025
975,649000.0,46.15,2.0,"ul. Morzyczańska 3B, Rataje, Nowe Miasto, Poznań, wielkopolskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2017,plastikowe,cegła,apartment,wielkopolskie,2025
976,399000.0,72.3,3.0,"Gryfice, Gryfice, gryficki, zachodniopomorskie",gazowe,wtórny,biuro nieruchomości,dom wolnostojący,1998,plastikowe,pustak,apartment,zachodniopomorskie,2025
977,668964.0,57.66,3.0,"ul. Grunwaldzka, Kasztelanów, Grunwald, Poznań, wielkopolskie",miejskie,pierwotny,biuro nieruchomości,blok,2025,plastikowe,cegła,apartment,wielkopolskie,2025
978,645607.0,51.69,3.0,"ul. Wiaduktowa, Brochów, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,biuro nieruchomości,blok,2024,plastikowe,cegła,apartment,dolnośląskie,2025
979,1535000.0,89.44,4.0,"al. 29 Listopada, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2019,plastikowe,pustak,apartment,małopolskie,2025
980,569000.0,47.8,2.0,"Różanka, Psie Pole, Wrocław, dolnośląskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,dolnośląskie,2025
981,454378.0,34.61,2.0,"ul. Dowborczyków, Fabryczna Widzew, Widzew, Łódź, łódzkie",gazowe,pierwotny,deweloper,blok,2026,plastikowe,cegła,apartment,łódzkie,2025
982,365000.0,52.0,3.0,"Zawarcie, Gorzów Wielkopolski, lubuskie",miejskie,wtórny,biuro nieruchomości,blok,1970,plastikowe,wielka płyta,apartment,lubuskie,2025
983,559000.0,77.0,3.0,"Centrum, Śródmieście, Szczecin, zachodniopomorskie",gazowe,wtórny,biuro nieruchomości,kamienica,1930,plastikowe,cegła,apartment,zachodniopomorskie,2025
984,268650.0,19.9,2.0,"ul. Błękitna, Wawer, Wawer, Warszawa, mazowieckie",gazowe,wtórny,prywatny,blok,1970,plastikowe,cegła,apartment,mazowieckie,2025
985,784193.0,48.11,2.0,"ul. Stawowa, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie",inne,pierwotny,deweloper,blok,2024,plastikowe,cegła,apartment,małopolskie,2025
986,480000.0,48.8,2.0,"os. Orła Białego, Żegrze, Nowe Miasto, Poznań, wielkopolskie",miejskie,wtórny,biuro nieruchomości,blok,1984,drewniane,wielka płyta,apartment,wielkopolskie,2025
987,1049840.0,47.72,2.0,"ul. Ślusarska, Zabłocie, Podgórze, Kraków, małopolskie",miejskie,wtórny,prywatny,blok,2018,plastikowe,cegła,apartment,małopolskie,2025
988,450000.0,61.0,3.0,"Rubinkowo, Toruń, kujawsko-pomorskie",miejskie,wtórny,biuro nieruchomości,blok,1970,plastikowe,wielka płyta,apartment,kujawsko-pomorskie,2025
990,610000.0,35.24,2.0,"ul. Lirników, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie",gazowe,pierwotny,deweloper,blok,2027,plastikowe,cegła,apartment,małopolskie,2025
991,644483.0,51.6,3.0,"ul. Wiaduktowa, Brochów, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2024,plastikowe,inny,apartment,dolnośląskie,2025
992,689000.0,59.9,3.0,"ul. Częstochowska, Ujeścisko-Łostowice, Gdańsk, pomorskie",miejskie,wtórny,biuro nieruchomości,blok,2002,plastikowe,pustak,apartment,pomorskie,2025
993,198000.0,48.15,3.0,"Grudziądz, kujawsko-pomorskie",miejskie,wtórny,biuro nieruchomości,blok,1970,plastikowe,cegła,apartment,kujawsko-pomorskie,2025
994,699000.0,72.4,4.0,"ul. Dębowa, Pruszków, pruszkowski, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1985,plastikowe,wielka płyta,apartment,mazowieckie,2025
995,629000.0,65.0,4.0,"ul. Orzechowa, Gaj, Krzyki, Wrocław, dolnośląskie",miejskie,wtórny,biuro nieruchomości,blok,1990,plastikowe,wielka płyta,apartment,dolnośląskie,2025
996,1420000.0,67.44,3.0,"ul. Nowohucka, Łęg, Czyżyny, Kraków, małopolskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2023,plastikowe,pustak,apartment,małopolskie,2025
997,185000.0,15.4,2.0,"ul. Kosocicka, Rżąka, Bieżanów-Prokocim, Kraków, małopolskie",gazowe,wtórny,prywatny,blok,1980,plastikowe,cegła,apartment,małopolskie,2025
998,390000.0,40.0,2.0,"Centrum, Śródmieście, Łódź, łódzkie",miejskie,pierwotny,biuro nieruchomości,blok,2024,plastikowe,cegła,apartment,łódzkie,2025
999,757735.6666666666,59.95,3.0,"ul. Legnicka, Popowice Południowe, Fabryczna, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,dolnośląskie,2025
1000,65600.0,37.4,2.0,"ul. Mickiewicza, Olsztynek, Olsztynek, olsztyński, warmińsko-mazurskie",gazowe,wtórny,prywatny,blok,1924,plastikowe,cegła,apartment,warmińsko-mazurskie,2025
1001,215000.0,18.5,2.0,"ul. Na Wrzosach, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie",miejskie,wtórny,prywatny,blok,1980,plastikowe,wielka płyta,apartment,małopolskie,2025
1002,420000.0,45.0,2.0,"ul. Powstańcza, Wilda, Wilda, Poznań, wielkopolskie",miejskie,wtórny,prywatny,kamienica,1956,plastikowe,cegła,apartment,wielkopolskie,2025
1003,750000.0,83.0,4.0,"Brynów-Osiedle Zgrzebnioka, Katowice, śląskie",gazowe,wtórny,biuro nieruchomości,blok,1980,plastikowe,pustak,apartment,śląskie,2025
1005,2490000.0,119.0,4.0,"ul. Franciszka Klimczaka 5, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2008,drewniane,żelbet,apartment,mazowieckie,2025
1006,561000.0,57.68,3.0,"Jaroszówka, Białystok, podlaskie",gazowe,pierwotny,biuro nieruchomości,szeregowiec,2025,plastikowe,cegła,apartment,podlaskie,2025
1007,734066.3333333334,65.81,4.0,"al. Spółdzielczości Pracy, Ponikwoda, Lublin, lubelskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,apartment,lubelskie,2025
1008,1143600.0,78.87,4.0,"ul. Apenińska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1970,plastikowe,beton,apartment,mazowieckie,2025
1009,410000.0,48.0,2.0,"ul. Karpacka, Wzgórze Wolności, Bydgoszcz, kujawsko-pomorskie",miejskie,wtórny,biuro nieruchomości,blok,2000,plastikowe,cegła,apartment,kujawsko-pomorskie,2025
1010,459000.0,39.0,2.0,"Grodzisk Mazowiecki, Grodzisk Mazowiecki, grodziski, mazowieckie",miejskie,wtórny,biuro nieruchomości,blok,1975,plastikowe,żelbet,apartment,mazowieckie,2025
1011,626100.0,54.76,3.0,"ul. dr. M. Bojasińskiego, Grodzisk Mazowiecki, Grodzisk Mazowiecki, grodziski, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,mazowieckie,2025
1012,369000.0,48.0,2.0,"ul. ks. Doktora Szramka, Kostuchna, Katowice, śląskie",gazowe,wtórny,biuro nieruchomości,blok,1970,plastikowe,pustak,apartment,śląskie,2025
1013,751488.0,59.52,3.0,"ul. Czarnomorska, Stegny, Mokotów, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,mazowieckie,2025
1014,397787.0,28.93,2.0,"ul. Zygmunta Glogera, Prądnik Biały, Prądnik Biały, Kraków, małopolskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2025,plastikowe,inny,apartment,małopolskie,2025
1015,1245000.0,69.54,3.0,"Precyzyjna, Gocław, Praga-Południe, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,mazowieckie,2025
1016,919000.0,68.19,3.0,"ul. Misjonarska, Łobzów, Krowodrza, Kraków, małopolskie",gazowe,pierwotny,deweloper,blok,2023,plastikowe,cegła,apartment,małopolskie,2025
1017,794760.0,44.4,2.0,"ul. Kazimierza Siemienowicza, Płaszów, Podgórze, Kraków, małopolskie",miejskie,wtórny,biuro nieruchomości,blok,2024,plastikowe,pustak,apartment,małopolskie,2025
1018,317280.0,33.4,2.0,"ul. Jachtowa, Luboń, poznański, wielkopolskie",gazowe,pierwotny,deweloper,blok,2026,plastikowe,cegła,apartment,wielkopolskie,2025
1019,349000.0,52.0,2.0,"Północ, Częstochowa, śląskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,śląskie,2025
1020,859096.0,51.52,3.0,"Kosmonautów/Al. Architektów, Leśnica, Fabryczna, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2027,plastikowe,inny,apartment,dolnośląskie,2025
1021,1025000.0,52.3,2.0,"ul. Towarowa, Centrum, Stare Miasto, Poznań, wielkopolskie",miejskie,wtórny,prywatny,apartamentowiec,2018,plastikowe,żelbet,apartment,wielkopolskie,2025
1022,700000.0,56.0,3.0,"ul. Daliowa, Ponikwoda, Lublin, lubelskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2024,plastikowe,silikat,apartment,lubelskie,2025
1023,654000.0,46.46,2.0,"Lothara Herbsta, Sołtysowice, Psie Pole, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,dolnośląskie,2025
1024,690000.0,55.0,3.0,"Tarnogaj, Krzyki, Wrocław, dolnośląskie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2017,plastikowe,cegła,apartment,dolnośląskie,2025
1025,524666.6666666666,77.11,4.0,"ul. Jabłoniowa, Piaseczno, Piaseczno, piaseczyński, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,apartment,mazowieckie,2025
1026,369000.0,19.0,2.0,"al. Dębowa, Borek, Krzyki, Wrocław, dolnośląskie",miejskie,wtórny,prywatny,blok,1970,plastikowe,wielka płyta,apartment,dolnośląskie,2025
1027,815000.0,54.4,2.0,"ul. Myśliwska, Płaszów, Podgórze, Kraków, małopolskie",miejskie,wtórny,biuro nieruchomości,blok,1997,plastikowe,cegła,apartment,małopolskie,2025
1028,690000.0,61.0,4.0,"ul. Starokrakowska, Nowy Targ, nowotarski, małopolskie",gazowe,wtórny,biuro nieruchomości,szeregowiec,2024,plastikowe,cegła,apartment,małopolskie,2025
1029,419000.0,54.0,3.0,"Tysiąclecie, Częstochowa, śląskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,śląskie,2025
1030,900000.0,44.0,2.0,"ul. Dworska, Brzeźno, Gdańsk, pomorskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2024,plastikowe,beton,apartment,pomorskie,2025
1031,362900.0,45.36,2.0,"ul. Aleja Solidarności, Wieruszów, Wieruszów, wieruszowski, łódzkie",gazowe,pierwotny,biuro nieruchomości,blok,2025,plastikowe,silikat,apartment,łódzkie,2025
1032,667147.7101534829,59.321420924574205,3.696700507614213,"ul. Żelazna, Mirów, Wola, Warszawa, mazowieckie",inne,pierwotny,biuro nieruchomości,blok,2025,plastikowe,cegła,apartment,mazowieckie,2025
1033,629000.0,45.5,3.0,"ul. Borowska, Huby, Krzyki, Wrocław, dolnośląskie",miejskie,wtórny,prywatny,kamienica,1956,plastikowe,cegła,apartment,dolnośląskie,2025
1034,870000.0,75.05,3.0,"Muchobór Wielki, Fabryczna, Wrocław, dolnośląskie",gazowe,wtórny,biuro nieruchomości,blok,2010,plastikowe,cegła,apartment,dolnośląskie,2025
1035,269000.0,34.1,2.0,"Północ, Częstochowa, śląskie",miejskie,wtórny,biuro nieruchomości,blok,1981,plastikowe,wielka płyta,apartment,śląskie,2025
1036,754400.0,68.72,4.0,"ul. dr. M. Bojasińskiego, Grodzisk Mazowiecki, Grodzisk Mazowiecki, grodziski, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,mazowieckie,2025
1038,316000.0,35.19,2.0,"Osiedle XV-lecia, Radom, mazowieckie",miejskie,wtórny,prywatny,blok,1970,plastikowe,wielka płyta,apartment,mazowieckie,2025
1039,549000.0,60.7,3.0,"Kalinowszczyzna, Lublin, lubelskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,lubelskie,2025
1040,699000.0,41.03,2.0,"Precyzyjna, Gocław, Praga-Południe, Warszawa, mazowieckie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,mazowieckie,2025
1041,564732.0,38.06,2.0,"ul. Leona Heyki, Międzyodrze-Wyspa Pucka, Śródmieście, Szczecin, zachodniopomorskie",gazowe,pierwotny,deweloper,blok,2027,plastikowe,cegła,apartment,zachodniopomorskie,2025
1042,510000.0,38.82,2.0,"Psie Pole, Psie Pole, Wrocław, dolnośląskie",elektryczne,wtórny,biuro nieruchomości,kamienica,1960,plastikowe,cegła,apartment,dolnośląskie,2025
1043,599000.0,38.0,2.0,"ul. Henryka Sienkiewicza, Kamienny Potok, Sopot, pomorskie",miejskie,wtórny,biuro nieruchomości,blok,1980,plastikowe,wielka płyta,apartment,pomorskie,2025
1044,775154.0,49.87,3.0,"Stare Podgórze, Podgórze, Kraków, małopolskie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2025,plastikowe,inny,apartment,małopolskie,2025
1045,664999.6666666666,75.13,4.0,"ul. Orawska, Ołtaszyn, Krzyki, Wrocław, dolnośląskie",miejskie,pierwotny,deweloper,apartamentowiec,2026,plastikowe,inny,apartment,dolnośląskie,2025
1046,490000.0,118.0,4.0,"ul. Rapackiego 22, Grudziądz, kujawsko-pomorskie",gazowe,wtórny,prywatny,kamienica,1920,plastikowe,cegła,apartment,kujawsko-pomorskie,2025
1047,655000.0,34.54,2.0,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",miejskie,pierwotny,biuro nieruchomości,apartamentowiec,2024,plastikowe,inny,apartment,mazowieckie,2025
1048,599000.0,50.03,3.0,"ul. Przędzalniana, Księży Młyn, Widzew, Łódź, łódzkie",miejskie,wtórny,biuro nieruchomości,apartamentowiec,2024,plastikowe,inny,apartment,łódzkie,2025
1049,1140333.3333333333,141.3,4.0,"ul. Konstantego Damrota 26, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",miejskie,pierwotny,deweloper,apartamentowiec,2025,plastikowe,inny,apartment,śląskie,2025
